측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
구의,강동구,1,15.9,11.9,2.5,4.4,3.245,0.04,2.3,8.3,8.9,0,2018-05-04,0.0,0.0
노량진,용산구,1,15.4,11.6,4.2,5.0,3.635,0.07,2.7,8.0,13.4,0,2018-05-04,0.0,0.0
안양천9,구로구,1,18.0,7.7,5.5,10.4,11.4,0.14,6.2,7.4,10.6,3,2018-05-04,0.0,0.0
중랑천3,도봉구,1,19.5,11.3,2.4,6.2,7.085,0.17,3.7,7.5,5.2,0,2018-05-04,0.0,0.0
뚝도,성동구,1,15.5,11.5,1.8,4.6,2.854,0.039,2.4,7.9,11.4,0,2018-05-08,0.0,0.0
보광,용산구,1,15.9,10.4,1.1,5.0,3.045,0.052,2.3,7.7,11.0,0,2018-05-08,0.0,0.0
암사,강동구,1,15.1,11.7,1.0,3.8,2.316,0.036,2.0,8.1,9.2,0,2018-05-08,0.0,0.0
영등포,영등포구,1,17.2,11.3,1.4,5.2,2.81,0.043,2.2,7.9,8.3,0,2018-05-08,0.0,0.0
잠실,송파구,1,16.6,11.9,0.9,4.2,2.356,0.035,2.1,8.1,9.0,0,2018-05-08,0.0,0.0
가양,강서구,2,17.0,10.4,1.6,5.2,2.828,0.042,2.5,7.8,11.0,0,2018-05-08,0.0,0.0
감이천,송파구,2,20.6,10.2,1.4,4.6,3.078,0.048,2.0,8.4,4.0,0,2018-05-08,0.0,0.0
망월천,강동구,2,21.3,10.7,1.5,6.7,4.645,0.282,3.1,8.7,22.2,1,2018-05-08,0.0,0.0
목감천2,구로구,2,22.3,7.7,3.8,9.3,5.928,0.154,4.5,7.6,18.0,1,2018-05-08,0.0,0.0
안양천8,구로구,2,24.2,8.5,5.1,10.9,6.518,0.086,5.3,7.7,11.5,3,2018-05-08,0.0,0.0
양재천1,서초구,2,20.4,8.4,2.1,5.5,5.001,0.081,2.4,7.9,9.6,0,2018-05-08,0.0,0.0
초이천,강동구,2,21.7,8.3,2.4,6.5,4.508,0.242,2.5,8.1,5.8,1,2018-05-08,0.0,0.0
고덕천,강동구,1,17.4,8.9,1.7,3.6,4.029,0.155,2.1,7.7,19.0,0,2018-05-10,0.0,0.0
목감천1,구로구,1,19.9,7.7,1.8,6.5,7.184,0.221,4.5,7.4,16.8,1,2018-05-10,0.0,0.0
성내천,강동구,1,19.0,4.2,2.6,5.0,2.995,0.183,2.4,7.3,30.2,2,2018-05-10,0.0,0.0
성북천,동대문구,1,23.1,17.1,4.2,4.8,3.599,0.055,2.2,7.9,4.8,0,2018-05-10,0.0,0.0
안양천10,양천구,1,20.3,6.1,4.0,8.6,8.009,0.174,5.4,7.2,11.6,2,2018-05-10,0.0,0.0
양재천2,강남구,1,18.7,9.3,1.7,4.3,5.129,0.093,2.4,7.5,12.2,0,2018-05-10,0.0,0.0
우이천,성북구,1,20.8,11.4,3.3,3.6,5.103,0.089,2.2,8.4,10.8,0,2018-05-10,0.0,0.0
정릉천,동대문구,1,18.8,14.5,1.6,3.9,6.05,0.134,1.5,8.4,13.2,0,2018-05-10,0.0,0.0
중랑천4,노원구,1,22.0,11.4,2.1,6.1,5.735,0.147,3.3,7.8,11.0,0,2018-05-10,0.0,0.0
중랑천5,동대문구,1,19.5,9.7,1.6,5.3,5.41,0.116,2.8,7.6,14.6,0,2018-05-10,0.0,0.0
중랑천6,성동구,1,22.0,8.9,5.3,7.3,12.44,0.214,4.2,7.4,12.2,3,2018-05-10,0.0,0.0
청계천1,중구,1,15.8,10.9,0.2,2.2,2.625,0.015,1.5,7.6,1.4,0,2018-05-10,0.0,0.0
청계천2,성동구,1,19.9,11.0,0.6,2.8,2.469,0.019,1.6,8.0,3.8,0,2018-05-10,0.0,0.0
청계천3,성동구,1,21.8,11.4,1.6,4.1,2.71,0.064,1.8,8.5,2.8,0,2018-05-10,0.0,0.0
탄천6,강남구,1,20.0,6.8,3.4,7.2,9.472,0.154,4.2,7.3,10.4,1,2018-05-10,0.0,0.0
홍제천,마포구,1,20.0,12.9,3.5,3.5,8.87,0.056,2.3,8.1,4.6,0,2018-05-10,0.0,0.0
구의,강동구,2,16.4,11.0,1.6,4.0,3.135,0.04,2.2,8.1,6.5,0,2018-05-11,0.0,0.0
노량진,용산구,2,16.8,12.6,1.9,3.9,3.655,0.055,2.4,8.0,8.2,0,2018-05-11,0.0,0.0
안양천9,구로구,2,20.5,6.3,6.9,11.1,10.83,0.16,5.7,7.4,20.0,3,2018-05-11,0.0,0.0
중랑천3,도봉구,2,20.8,11.8,3.3,7.0,7.035,0.19,3.9,7.6,7.7,0,2018-05-11,0.0,0.0
감이천,송파구,3,19.1,8.6,3.0,22.2,5.493,0.688,13.2,7.9,1125.0,4,2018-05-17,88.0,1.0
안양천9,구로구,3,20.4,5.8,11.2,13.2,5.405,0.51,7.3,7.4,147.0,5,2018-05-17,63.5,1.0
양재천1,서초구,3,17.8,8.1,3.2,6.8,2.573,0.153,3.6,7.7,31.2,1,2018-05-17,85.0,1.0
중랑천3,도봉구,3,18.1,10.2,6.2,10.8,4.165,0.525,7.0,7.3,118.0,5,2018-05-17,80.0,1.0
가양,강서구,4,26.0,8.3,0.8,4.8,3.335,0.064,2.2,7.8,14.0,0,2018-05-23,8.5,1.0
목감천2,구로구,3,21.7,7.9,4.9,8.0,5.513,0.194,5.1,7.6,40.3,3,2018-05-24,0.0,0.0
안양천8,구로구,3,23.9,7.6,3.1,6.0,4.94,0.115,4.6,7.9,11.6,0,2018-05-24,0.0,0.0
감이천,송파구,4,22.0,9.4,1.2,3.8,4.553,0.066,2.7,8.0,16.0,0,2018-05-24,0.0,0.0
망월천,강동구,4,21.8,11.2,2.9,6.0,5.015,0.148,3.4,8.5,39.6,1,2018-05-24,0.0,0.0
양재천1,서초구,4,21.8,8.2,2.2,4.5,5.205,0.135,2.7,7.5,16.0,0,2018-05-24,0.0,0.0
초이천,강동구,4,22.3,7.7,2.6,5.2,6.337,0.16,2.9,7.8,2.2,0,2018-05-24,0.0,0.0
구의,강동구,4,17.8,10.9,1.2,3.7,3.66,0.055,2.0,7.9,6.4,0,2018-05-25,0.0,0.0
노량진,용산구,4,18.1,12.9,0.8,3.7,4.48,0.08,2.2,7.4,6.8,0,2018-05-25,0.0,0.0
안양천9,구로구,4,21.3,6.9,2.8,7.8,8.005,0.19,4.1,7.2,23.3,1,2018-05-25,0.0,0.0
중랑천3,도봉구,4,21.3,11.2,1.8,5.2,6.03,0.175,3.0,7.2,10.1,0,2018-05-25,0.0,0.0
목감천2,구로구,4,25.2,7.1,3.7,6.9,6.266,0.2,4.3,7.8,16.7,0,2018-05-28,0.0,0.0
안양천8,구로구,4,27.8,7.1,3.5,8.0,9.96,0.106,3.7,7.9,9.6,1,2018-05-28,0.0,0.0
가양,강서구,5,19.3,10.5,1.7,4.9,2.926,0.036,2.2,7.8,11.0,0,2018-05-28,0.0,0.0
구의,강동구,5,18.7,10.5,1.2,3.2,3.265,0.04,1.7,7.7,6.3,0,2018-05-31,0.0,0.0
노량진,용산구,5,19.5,10.4,1.6,3.9,4.295,0.06,2.1,7.7,11.1,0,2018-05-31,0.0,0.0
안양천9,구로구,5,23.0,6.9,3.1,9.0,8.845,0.15,5.2,7.5,19.1,2,2018-05-31,0.0,0.0
중랑천3,도봉구,5,24.2,9.4,2.0,5.5,6.855,0.155,3.3,7.5,4.4,0,2018-05-31,0.0,0.0
가양,강서구,1,22.6,11.0,2.5,5.4,3.181,0.049,2.5,8.7,7.7,0,2018-06-07,0.0,0.0
감이천,송파구,1,25.6,13.2,1.4,4.7,3.194,0.03,2.3,8.4,2.7,0,2018-06-07,0.0,0.0
고덕천,강동구,1,21.0,8.6,1.0,3.8,4.315,0.153,2.0,7.8,10.0,0,2018-06-07,0.0,0.0
구의,강동구,1,21.6,11.9,1.6,4.1,2.465,0.045,2.0,8.6,5.2,0,2018-06-07,0.0,0.0
노량진,용산구,1,21.7,11.0,1.7,4.0,3.43,0.06,2.2,8.2,6.4,0,2018-06-07,0.0,0.0
망월천,강동구,1,26.4,9.0,1.8,8.3,6.299,0.285,3.1,8.5,41.6,3,2018-06-07,0.0,0.0
목감천1,구로구,1,23.0,8.1,2.9,7.9,6.706,0.195,4.6,7.5,19.6,1,2018-06-07,0.0,0.0
목감천2,구로구,1,26.1,7.5,5.2,12.5,6.257,0.093,7.4,7.9,35.3,4,2018-06-07,0.0,0.0
성내천,강동구,1,24.7,5.3,1.4,3.5,2.388,0.144,2.2,7.4,29.8,1,2018-06-07,0.0,0.0
성북천,동대문구,1,28.1,24.8,0.9,4.0,3.648,0.042,1.7,8.5,14.6,0,2018-06-07,0.0,0.0
안양천10,양천구,1,22.1,6.8,2.6,7.8,5.526,0.142,4.9,7.6,15.4,1,2018-06-07,0.0,0.0
안양천8,구로구,1,28.8,8.4,4.1,11.7,7.038,0.049,7.7,7.9,7.4,2,2018-06-07,0.0,0.0
안양천9,구로구,1,25.3,7.6,2.4,9.5,9.8,0.145,5.6,7.5,16.0,2,2018-06-07,0.0,0.0
양재천1,서초구,1,24.7,6.1,2.1,5.0,5.974,0.087,2.3,7.5,6.1,0,2018-06-07,0.0,0.0
양재천2,강남구,1,23.1,9.0,0.9,3.3,5.855,0.097,2.3,7.6,10.2,0,2018-06-07,0.0,0.0
우이천,성북구,1,28.5,13.6,1.0,2.4,5.416,0.052,2.1,8.9,8.4,0,2018-06-07,0.0,0.0
정릉천,동대문구,1,22.8,12.2,0.6,1.7,6.338,0.066,1.3,8.2,2.0,0,2018-06-07,0.0,0.0
중랑천3,도봉구,1,26.0,9.8,2.3,8.5,7.05,0.165,3.6,7.5,5.5,1,2018-06-07,0.0,0.0
중랑천4,노원구,1,25.5,10.8,0.8,4.2,5.675,0.13,3.4,7.5,8.4,0,2018-06-07,0.0,0.0
중랑천5,동대문구,1,24.9,9.7,0.9,3.6,5.163,0.082,2.8,7.9,9.4,0,2018-06-07,0.0,0.0
중랑천6,성동구,1,25.8,7.7,5.1,5.2,12.095,0.17,3.8,7.1,5.4,1,2018-06-07,0.0,0.0
청계천1,중구,1,19.9,9.3,0.8,1.5,2.14,0.014,1.2,8.1,1.8,0,2018-06-07,0.0,0.0
청계천2,성동구,1,24.8,10.3,0.9,2.0,2.155,0.022,1.5,8.4,3.8,0,2018-06-07,0.0,0.0
청계천3,성동구,1,26.8,11.0,1.0,2.6,2.569,0.045,1.7,8.8,5.8,0,2018-06-07,0.0,0.0
초이천,강동구,1,26.9,11.8,2.5,7.8,4.324,0.215,2.6,8.5,2.9,2,2018-06-07,0.0,0.0
탄천6,강남구,1,23.9,6.1,5.6,5.6,8.914,0.155,4.1,7.1,7.6,1,2018-06-07,0.0,0.0
홍제천,마포구,1,23.1,13.6,0.9,3.2,8.118,0.045,1.9,8.2,4.8,0,2018-06-07,0.0,0.0
구의,강동구,2,21.5,10.3,1.7,3.9,2.28,0.035,2.0,8.6,5.6,0,2018-06-12,0.5,0.0
노량진,용산구,2,21.1,9.8,1.4,3.9,3.51,0.045,2.1,7.8,7.2,0,2018-06-12,5.0,0.0
안양천9,구로구,2,24.4,7.0,4.9,9.7,9.73,0.17,5.5,7.4,27.2,3,2018-06-12,2.0,0.0
중랑천3,도봉구,2,24.9,9.1,3.0,6.2,7.52,0.175,3.6,7.4,6.0,0,2018-06-12,0.0,0.0
암사,강동구,1,20.0,9.4,0.9,3.7,1.822,0.018,2.0,8.1,6.8,0,2018-06-14,1.0,0.0
잠실,송파구,1,20.6,9.4,1.0,4.0,1.903,0.024,2.2,8.3,7.4,0,2018-06-14,1.5,0.0
뚝도,성동구,1,20.2,9.3,0.8,4.2,2.335,0.04,2.1,7.9,11.0,0,2018-06-15,0.5,0.0
보광,용산구,1,21.0,9.5,0.8,4.3,2.224,0.035,2.2,7.9,10.2,0,2018-06-15,1.0,0.0
영등포,영등포구,1,21.1,8.9,1.1,4.7,2.825,0.057,2.5,7.8,14.8,0,2018-06-15,6.5,1.0
가양,강서구,2,21.2,7.7,1.5,5.3,3.438,0.126,2.7,7.4,34.4,1,2018-06-15,1.0,0.0
감이천,송파구,2,25.9,13.0,0.9,3.1,4.2,0.071,2.1,8.6,2.9,0,2018-06-15,2.0,0.0
망월천,강동구,2,25.2,8.4,2.8,7.3,6.205,0.388,3.2,8.2,40.8,3,2018-06-15,0.5,0.0
목감천2,구로구,2,24.8,8.4,5.6,11.3,3.87,0.205,8.8,8.0,31.0,5,2018-06-15,1.0,0.0
안양천8,구로구,2,27.6,8.5,6.7,9.2,5.38,0.095,8.0,8.1,19.2,3,2018-06-15,1.0,0.0
양재천1,서초구,2,24.2,6.6,2.0,4.8,5.491,0.116,2.3,7.5,5.2,0,2018-06-15,0.0,0.0
초이천,강동구,2,24.9,14.6,2.4,5.1,5.913,0.158,2.5,8.9,3.2,0,2018-06-15,0.5,0.0
감이천,송파구,3,23.8,12.7,1.4,3.7,2.628,0.058,2.1,8.4,2.1,0,2018-06-19,0.0,0.0
망월천,강동구,3,24.6,8.0,2.3,6.3,4.637,0.212,2.8,8.0,9.0,1,2018-06-19,0.0,0.0
목감천2,구로구,3,25.0,8.7,4.1,10.5,5.45,0.171,7.0,7.8,32.8,3,2018-06-19,0.0,0.0
안양천8,구로구,3,27.1,9.0,5.3,13.1,6.131,0.106,7.5,7.9,12.0,3,2018-06-19,0.0,0.0
양재천1,서초구,3,23.5,6.3,2.2,4.5,7.391,0.074,2.4,7.3,6.0,0,2018-06-19,0.0,0.0
초이천,강동구,3,23.6,14.0,3.1,6.3,5.767,0.297,3.4,8.7,46.4,2,2018-06-19,0.0,0.0
가양,강서구,3,22.7,10.4,1.7,5.7,2.514,0.054,3.1,8.3,19.2,0,2018-06-20,0.0,0.0
구의,강동구,3,23.8,10.3,1.3,3.8,2.345,0.035,2.1,8.6,3.7,0,2018-06-22,0.0,0.0
노량진,용산구,3,24.4,10.4,2.4,4.4,4.415,0.055,2.8,7.8,5.9,0,2018-06-22,0.0,0.0
안양천9,구로구,3,26.1,8.2,2.7,9.6,9.45,0.14,5.7,7.5,13.5,2,2018-06-22,0.0,0.0
중랑천3,도봉구,3,26.4,9.9,2.6,6.3,8.16,0.15,3.5,7.4,4.4,0,2018-06-22,0.0,0.0
가양,강서구,4,24.9,11.1,2.4,6.3,3.109,0.062,2.8,8.7,10.3,0,2018-06-25,0.0,0.0
감이천,송파구,4,21.8,7.5,4.3,14.4,3.392,1.015,11.8,8.3,1206.0,4,2018-06-26,74.0,1.0
양재천1,서초구,4,21.9,6.1,3.5,7.2,3.16,0.321,3.8,7.8,120.0,3,2018-06-26,82.0,1.0
목감천2,구로구,4,23.3,5.8,6.8,10.8,3.936,0.224,7.5,7.8,45.0,5,2018-06-27,0.5,0.0
안양천8,구로구,4,25.9,8.3,4.6,8.6,2.917,0.067,5.1,7.7,24.5,2,2018-06-27,0.5,0.0
구의,강동구,4,23.3,8.4,1.6,4.2,2.315,0.06,2.2,7.9,7.8,0,2018-06-28,15.0,1.0
노량진,용산구,4,23.1,8.8,1.8,4.2,3.085,0.08,2.4,7.5,10.0,0,2018-06-28,8.5,1.0
안양천9,구로구,4,25.0,6.9,2.5,6.7,5.13,0.15,3.8,7.4,9.5,0,2018-06-28,12.5,1.0
중랑천3,도봉구,4,23.9,9.0,2.0,5.1,5.725,0.16,3.1,7.3,9.0,0,2018-06-28,25.0,1.0
가양,강서구,1,23.1,8.0,1.4,5.7,2.677,0.143,2.7,7.6,26.8,1,2018-07-04,0.0,0.0
감이천,송파구,1,24.1,8.5,2.5,5.7,4.193,0.173,2.8,7.8,200.0,1,2018-07-06,0.0,0.0
구의,강동구,1,21.3,9.0,0.7,4.4,2.89,0.115,2.5,8.0,12.8,0,2018-07-06,0.0,0.0
노량진,용산구,1,21.9,10.4,1.0,4.6,3.0,0.13,2.7,7.4,16.4,0,2018-07-06,0.0,0.0
망월천,강동구,1,24.8,7.4,2.3,5.9,4.56,0.193,3.0,8.0,90.0,1,2018-07-06,0.0,0.0
목감천2,구로구,1,24.1,7.5,3.1,7.8,5.065,0.184,5.8,7.7,31.5,3,2018-07-06,0.0,0.0
안양천8,구로구,1,25.4,7.0,2.0,6.0,3.7,0.086,5.1,7.8,3.0,1,2018-07-06,0.0,0.0
안양천9,구로구,1,23.3,6.2,2.8,5.8,5.4,0.155,3.6,7.4,13.6,0,2018-07-06,0.0,0.0
양재천1,서초구,1,23.5,6.8,1.7,4.2,3.966,0.098,1.9,7.5,1.0,0,2018-07-06,0.0,0.0
중랑천3,도봉구,1,22.9,9.2,2.4,5.0,5.515,0.2,2.7,7.4,6.5,0,2018-07-06,0.0,0.0
초이천,강동구,1,22.8,7.6,1.9,4.2,5.058,0.162,2.2,7.8,1.3,0,2018-07-06,0.0,0.0
뚝도,성동구,1,22.5,9.3,0.8,3.8,2.545,0.055,1.9,7.2,12.4,0,2018-07-11,3.0,0.0
보광,용산구,1,22.2,9.4,0.9,3.9,2.644,0.052,1.9,7.4,11.0,0,2018-07-11,3.5,0.0
암사,강동구,1,21.8,9.6,0.7,3.9,2.596,0.049,1.6,7.7,11.4,0,2018-07-11,2.0,0.0
영등포,영등포구,1,22.5,8.7,1.1,4.3,2.875,0.092,2.0,7.3,15.7,0,2018-07-11,2.5,0.0
잠실,송파구,1,22.6,9.2,0.7,3.7,3.17,0.042,1.8,7.6,8.8,0,2018-07-11,2.0,0.0
가양,강서구,2,22.6,8.6,0.9,4.5,2.794,0.077,2.1,7.2,14.3,0,2018-07-11,6.0,1.0
고덕천,강동구,1,23.1,8.9,1.0,2.4,3.608,0.103,2.1,7.8,3.2,0,2018-07-12,0.0,0.0
목감천1,구로구,1,25.3,7.2,1.8,4.6,5.598,0.21,3.5,7.4,9.0,1,2018-07-12,1.0,0.0
성내천,강동구,1,23.5,3.9,2.3,3.8,3.415,0.171,2.4,7.1,9.4,1,2018-07-12,0.0,0.0
성북천,동대문구,1,25.1,12.3,1.3,2.6,5.135,0.085,1.8,7.6,2.0,0,2018-07-12,0.0,0.0
안양천10,양천구,1,26.6,4.7,2.9,5.8,4.748,0.191,3.4,7.3,9.8,1,2018-07-12,1.0,0.0
양재천2,강남구,1,24.4,7.4,1.8,3.1,5.427,0.086,2.0,7.2,6.8,0,2018-07-12,0.5,0.0
우이천,성북구,1,24.5,10.3,0.8,2.1,3.388,0.049,1.5,7.9,1.8,0,2018-07-12,0.0,0.0
정릉천,동대문구,1,23.2,7.8,0.4,1.5,5.155,0.12,1.3,7.3,0.8,0,2018-07-12,0.0,0.0
중랑천4,노원구,1,21.6,8.2,3.8,3.3,4.454,0.196,2.2,7.1,23.2,0,2018-07-12,0.0,0.0
중랑천5,동대문구,1,22.9,7.5,2.9,3.4,4.164,0.166,2.3,7.4,11.6,0,2018-07-12,0.0,0.0
중랑천6,성동구,1,25.2,6.4,4.1,4.4,8.385,0.185,2.9,7.2,7.2,0,2018-07-12,0.0,0.0
청계천2,성동구,1,25.0,8.6,0.7,2.0,2.686,0.039,1.4,7.7,4.2,0,2018-07-12,0.0,0.0
청계천3,성동구,1,26.4,8.8,1.1,2.5,3.13,0.091,1.7,7.5,2.0,0,2018-07-12,0.0,0.0
탄천6,강남구,1,25.3,6.8,2.5,4.2,5.979,0.085,3.0,7.1,3.6,0,2018-07-12,0.5,0.0
홍제천,마포구,1,25.3,8.7,0.9,2.7,3.983,0.127,1.6,7.7,2.2,0,2018-07-12,1.0,0.0
구의,강동구,2,22.4,10.0,2.7,4.8,2.715,0.065,2.1,8.2,10.5,0,2018-07-12,0.0,0.0
노량진,용산구,2,22.7,10.4,1.3,3.9,3.335,0.09,2.1,7.5,11.0,0,2018-07-12,0.0,0.0
안양천9,구로구,2,26.2,7.2,2.5,7.2,6.71,0.115,5.5,7.4,10.5,2,2018-07-12,1.0,0.0
중랑천3,도봉구,2,22.7,9.5,3.0,5.1,4.725,0.175,2.7,7.3,10.3,0,2018-07-12,1.5,0.0
감이천,송파구,2,27.7,10.2,1.7,4.6,3.305,0.141,2.3,8.2,38.4,1,2018-07-13,0.0,0.0
망월천,강동구,2,27.0,6.7,2.4,6.2,5.223,0.246,3.2,7.9,38.0,2,2018-07-13,0.0,0.0
목감천2,구로구,2,27.7,8.9,3.1,8.6,4.504,0.181,5.6,8.0,13.0,2,2018-07-13,0.0,0.0
안양천8,구로구,2,30.0,9.4,2.5,8.0,4.808,0.059,5.6,8.1,10.6,2,2018-07-13,0.0,0.0
양재천1,서초구,2,26.8,6.2,1.9,4.7,5.781,0.076,2.1,7.4,1.6,0,2018-07-13,0.0,0.0
초이천,강동구,2,25.0,9.0,3.1,5.8,3.553,0.228,2.6,8.1,82.0,2,2018-07-13,0.0,0.0
감이천,송파구,3,27.3,11.3,1.6,5.5,2.888,0.064,3.0,8.5,9.4,0,2018-07-17,0.0,0.0
망월천,강동구,3,29.0,8.2,2.5,7.1,4.047,0.176,3.6,8.2,48.8,2,2018-07-17,0.0,0.0
목감천2,구로구,3,29.7,8.8,2.7,8.6,5.636,0.148,6.3,8.1,10.6,2,2018-07-17,0.0,0.0
안양천8,구로구,3,31.7,9.0,3.2,9.9,6.38,0.064,7.6,8.1,8.4,2,2018-07-17,0.0,0.0
양재천1,서초구,3,28.1,7.6,1.8,5.6,5.297,0.088,3.0,7.8,6.4,0,2018-07-17,0.0,0.0
초이천,강동구,3,28.4,10.0,4.3,5.8,4.366,0.263,2.8,8.4,10.8,1,2018-07-17,0.0,0.0
가양,강서구,3,25.6,11.5,2.6,5.8,2.719,0.055,2.6,8.3,12.9,0,2018-07-18,0.0,0.0
구의,강동구,3,27.5,12.4,2.9,5.2,2.925,0.045,2.8,8.9,7.7,0,2018-07-19,0.0,0.0
노량진,용산구,3,26.8,10.2,2.7,4.9,3.805,0.06,2.8,8.5,8.7,0,2018-07-19,0.0,0.0
안양천9,구로구,3,29.7,9.3,3.0,9.0,9.055,0.125,5.6,7.8,7.8,2,2018-07-19,0.0,0.0
중랑천3,도봉구,3,27.5,9.8,3.1,6.3,6.41,0.145,3.4,7.8,6.2,0,2018-07-19,0.0,0.0
감이천,송파구,4,28.8,9.5,2.3,4.3,2.267,0.072,3.0,8.3,5.4,0,2018-07-24,0.0,0.0
망월천,강동구,4,30.1,6.6,2.1,4.6,2.937,0.179,3.3,7.9,55.0,1,2018-07-24,0.0,0.0
양재천1,서초구,4,30.2,8.6,1.6,5.6,3.648,0.1,2.8,8.0,6.4,0,2018-07-24,0.0,0.0
초이천,강동구,4,28.5,9.0,5.5,6.0,4.428,0.3,2.8,8.3,9.0,2,2018-07-24,0.0,0.0
가양,강서구,4,28.2,8.1,1.6,6.0,3.275,0.072,2.5,8.2,17.6,0,2018-07-25,0.0,0.0
구의,강동구,4,28.5,13.0,2.6,5.1,2.505,0.04,2.3,8.8,6.1,0,2018-07-26,0.0,0.0
노량진,용산구,4,28.8,8.4,2.2,5.1,4.335,0.065,2.8,7.9,8.3,0,2018-07-26,0.0,0.0
안양천9,구로구,4,29.6,8.7,2.2,9.2,7.99,0.12,5.5,7.7,7.4,2,2018-07-26,0.0,0.0
중랑천3,도봉구,4,27.3,8.4,1.9,5.5,5.84,0.125,3.3,7.6,5.3,0,2018-07-26,0.0,0.0
노량진,용산구,5,29.8,8.7,2.1,5.8,4.79,0.085,2.9,8.1,10.1,0,2018-07-31,0.0,0.0
가양,강서구,1,29.8,6.4,2.6,6.2,5.38,0.208,3.0,6.9,101.6,2,2018-08-01,0.0,0.0
망월천,강동구,1,31.0,6.3,3.1,6.8,4.461,0.313,3.2,8.0,47.6,2,2018-08-01,0.0,0.0
초이천,강동구,1,28.2,10.7,3.0,6.7,3.928,0.231,3.1,8.5,9.6,1,2018-08-01,0.0,0.0
고덕천,강동구,1,27.1,8.2,0.3,2.5,3.871,0.087,1.6,7.9,13.0,0,2018-08-02,0.0,0.0
목감천1,구로구,1,30.8,7.7,2.9,7.6,6.599,0.233,4.5,7.7,12.8,2,2018-08-02,0.0,0.0
성내천,강동구,1,32.1,4.7,1.7,3.9,1.472,0.113,2.6,7.5,6.2,1,2018-08-02,0.0,0.0
성북천,동대문구,1,28.6,12.6,0.7,2.5,5.767,0.044,1.6,8.2,3.2,0,2018-08-02,0.0,0.0
안양천10,양천구,1,33.0,4.8,2.4,7.1,4.945,0.182,5.1,7.6,7.6,3,2018-08-02,0.0,0.0
양재천2,강남구,1,30.2,8.6,0.4,3.6,4.485,0.118,2.4,7.9,8.6,0,2018-08-02,0.0,0.0
우이천,성북구,1,32.7,13.8,0.4,2.7,5.232,0.021,2.2,8.9,1.4,0,2018-08-02,0.0,0.0
정릉천,동대문구,1,27.1,12.0,0.2,1.3,6.094,0.058,1.2,8.1,2.4,0,2018-08-02,0.0,0.0
중랑천4,노원구,1,30.3,10.8,1.4,5.1,5.801,0.153,3.5,7.5,7.2,0,2018-08-02,0.0,0.0
중랑천5,동대문구,1,31.4,8.8,1.7,4.4,5.171,0.105,3.0,7.9,10.0,0,2018-08-02,0.0,0.0
중랑천6,성동구,1,31.1,7.3,2.3,6.1,12.865,0.15,4.1,7.0,9.8,0,2018-08-02,0.0,0.0
청계천1,중구,1,29.2,7.9,0.1,2.1,1.808,0.011,1.5,7.8,1.4,0,2018-08-02,0.0,0.0
청계천2,성동구,1,30.9,7.7,0.5,2.1,1.876,0.029,1.6,7.8,5.0,0,2018-08-02,0.0,0.0
청계천3,성동구,1,33.3,9.5,2.0,2.8,1.839,0.058,2.1,8.6,3.2,0,2018-08-02,0.0,0.0
탄천6,강남구,1,30.1,7.2,1.9,4.8,9.005,0.13,4.1,7.1,3.4,0,2018-08-02,0.0,0.0
홍제천,마포구,1,30.3,16.2,3.2,6.1,5.254,0.11,2.4,8.7,28.8,1,2018-08-02,0.0,0.0
가양,강서구,2,31.2,6.6,1.3,6.2,3.9,0.11,2.5,7.6,17.3,0,2018-08-07,0.0,0.0
감이천,송파구,1,30.4,11.6,1.8,4.8,2.643,0.109,2.7,8.3,5.6,0,2018-08-08,0.0,0.0
목감천2,구로구,1,31.7,8.1,3.1,7.5,5.767,0.23,6.2,7.9,23.0,3,2018-08-08,0.0,0.0
안양천8,구로구,1,32.6,9.8,3.4,9.3,5.572,0.102,7.0,8.2,15.6,2,2018-08-08,0.0,0.0
양재천1,서초구,1,30.3,8.0,1.3,5.5,5.944,0.157,2.8,8.1,9.4,0,2018-08-08,0.0,0.0
망월천,강동구,2,29.5,7.0,3.7,8.0,5.891,0.371,4.4,7.7,52.0,3,2018-08-08,0.0,0.0
초이천,강동구,2,29.3,11.5,4.5,7.4,4.049,0.301,3.3,8.2,15.4,2,2018-08-08,0.0,0.0
구의,강동구,1,30.1,11.7,2.0,5.4,1.933,0.027,2.3,8.4,6.0,0,2018-08-09,0.0,0.0
노량진,용산구,1,30.4,8.0,2.1,6.0,4.325,0.07,2.9,7.9,7.4,0,2018-08-09,0.0,0.0
안양천9,구로구,1,29.8,8.4,2.2,8.9,7.99,0.095,5.5,7.8,5.8,2,2018-08-09,0.0,0.0
중랑천3,도봉구,1,28.9,9.9,2.4,6.6,8.205,0.095,3.4,8.0,8.1,0,2018-08-09,0.0,0.0
뚝도,성동구,1,29.9,5.5,1.9,5.8,4.489,0.078,2.7,7.5,5.8,0,2018-08-13,0.5,0.0
보광,용산구,1,29.8,4.7,1.5,6.0,3.601,0.088,2.6,7.3,13.0,1,2018-08-13,2.5,0.0
암사,강동구,1,30.6,8.2,1.3,5.1,1.889,0.033,2.1,7.9,3.8,0,2018-08-13,7.5,1.0
영등포,영등포구,1,30.4,5.9,3.4,7.7,4.387,0.18,2.7,7.3,48.0,2,2018-08-13,2.0,0.0
